class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,630842,0,0,0,0,0,0,0,77326,3050614,16099406,16142512,7299678,869788,23480,0,19911958,0,52,,1483866,2278322,38113920,33158180,22907210,4434022,0,0,0,0,0,0,0,0,0,0,0,66932,1978942,16258822,25258108,0,140710,84880,98090,122422,327924,32182370,8472950,2128766,4692,0,16302702,13361302,6788454,2275226,1312768,915026,757986,676668,423254,749418,62516758,0,0,0,0,19911958,614606,16448744,6424390,442440,468600,504820,395060,413760,455840,462020,422940,282040,630841.74,62516758,62516758,61556872,206460,0,,710620,43661214,1209600,0,0,0,0,38004535.68,0.0,5594073.6,1146,34996,5340,181344,2194776,4779204,10295328,11295690,6805056,6091118,1672340,242608,0,0,62516758,0,139514,18668,3936448,2391378,2719338,27827736,6267178,261998,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404160,0,0,0,0,0,0,0,0,162,0,0,0,0,83520.48,42756,6017946,9409368,4935800,3369898,2985508,6715478,8817940,1308272,2594,0,0,0
neg,16954,0,0,182,0,0,0,0,0,476,374904,1157246,386492,67522,526,0,764868,0,84,0,14216,23518,1797150,1476314,591400,196190,0,0,0,0,0,0,0,0,0,0,0,0,0,108428,1878738,0,16026,8272,12674,17420,26928,1804866,99454,1526,0,0,1226324,372510,153876,89574,48042,29200,19432,16740,8798,22670,2404918,0,0,0,0,764868,34318,320510,268446,310860,,,,,,,,264680,16953.73,2404918,2404918,2335732,6059,0,109984,1173240,1991268,1209600,0,4,112,0,1433000.64,0.0,552774.72,240,2862,0,0,162292,774468,749152,256242,33852,9058,2102,0,8,0,2404918,0,11384,1376,161806,301110,142248,881660,460514,26974,94,0,114,3642,1459734,261500,0,0,0,0,1460156,0,0,0,0,0,0,0,0,0,0,24988,0,0,0,0,0,0,0,0,134,0,0,0,0,3176.86,3150,583866,674204,270968,40736,139654,190710,65314,21704,10,0,0,0
neg,32522,,1094,1034,0,0,0,0,0,0,240,5262,2003866,777668,48530,1990,1178086,9312,0,0,0,0,2278812,1766162,689482,450554,0,0,0,0,818,66,0,0,0,0,0,0,781594,2054054,1908,0,3756,1268,6394,32780,1922392,870928,38,0,0,0,1220150,602712,250880,158006,104350,86350,156652,258456,0,0,2968728,8,4,258,58,1178086,45404,256800,427814,298960,271280,,,,,,,113540,32522.19,2968728,2968728,2952860,16772,1114,50302,543000,2837556,1209600,89116,2,56,0,2270218.56,0.0,563437.44,0,0,0,0,0,36,369764,1975758,468528,19014,4180,276,102,106,2968728,,5884,482,183794,367534,432580,1697876,141432,7914,60,0,1750,138,1490778,81152,0,26184,0,10,2301088,2596,168,0,0,0,0,0,0,0,0,26684,28392,7256,0,0,70868,13058,15656380,1696550,0,0,0,0,1176750,902.5,1128,586092,760792,399954,187364,406190,409052,79880,7190,1042,0,0,0
neg,40720,,444,428,0,0,0,0,0,0,10982,688090,1825548,544722,41992,3036,1358196,0,0,0,0,0,2661290,2162224,691712,385326,0,0,376,0,4544,698,0,0,0,0,0,15122,1663574,799084,636590,0,2834,916,1300,10776,1786636,1304876,7032,0,0,0,1190306,711294,199002,159146,141384,133496,162568,343600,72910,664,3354214,114,86,346,6,1358196,39304,214046,473700,230600,264760,,,,,,,185560,40719.1,3354214,3354214,3282160,20975,2280,84544,923680,3114370,1209600,89590,0,92,0,2436848.64,41147.52,631652.16,0,0,0,0,0,125812,1224642,1364712,364984,30170,3856,194,70,82,3354214,,7330,912,65400,395344,219480,1749192,647302,29284,126,0,510,2204,2298460,22270,0,2072,0,64,2481638,4896,372,0,0,500,41408,0,0,0,0,25486,42242,6386,0,0,63814,12574,730020,95728,260822,16040,0,0,719160,1796.08,2342,714402,723018,294750,146784,270850,222970,176426,139124,362868,63178,0,0
neg,63048,,,,0,0,0,0,0,0,4856,1444200,2508394,475904,8246,0,2299478,0,0,,0,0,4105170,3703210,587638,278410,0,0,0,0,0,0,0,0,0,0,0,59788,3126792,1128010,127010,0,5422,3854,5680,7258,233722,4071726,113924,14,0,0,2113012,688420,340818,239630,219796,389176,399668,51080,0,0,4694304,0,88,104,1204,2299478,57144,272400,312268,132540,148160,156800,0,0,0,0,0,136400,63047.11,4694304,4694304,,24439,770060,,1046460,,1209600,0,,,,3858962.88,0,577352.64,,,0,0,0,164226,2226452,1735174,273196,32674,9356,522,,0,4694304,,6240,1044,230156,251370,327918,3244770,374802,5298,2,0,,,,,,,,,,4008,202,,,,,,,,,31922,43574,11692,0,0,189252,30330,5656500,3304736,0,0,0,0,,,,613060,1043924,552112,261964,510396,489944,498952,325594,145506,148,0,0
neg,35408,,2130706432,3516,0,0,0,0,0,0,12692,285382,1743386,760866,35812,420,1262900,0,0,0,0,0,2382740,1841186,999342,472470,0,0,0,0,5372,798,0,0,0,0,0,25686,610344,1021880,1180648,0,3076,1376,2924,345116,1962792,522806,356,46,32,34,948750,594700,239176,174662,154840,161718,218158,343930,2624,0,3383002,134,488,364,34,1262900,46164,600152,393320,352600,362820,,,,,,,276520,35407.77,3383002,3383002,3368802,20730,4502,91400,955480,2838558,1209600,103564,4,122,0,2283005.76,0.0,553036.8,0,0,0,0,18,91774,700116,1610248,415022,17358,3722,300,0,122,3383002,,4468,574,109578,212938,215348,1956606,328004,10950,92,0,4254,1082,2264826,61412,0,20,0,20,2327566,1994,260,0,0,0,0,0,0,0,0,27448,23072,12830,0,0,75558,17160,6250820,671648,0,0,0,0,716370,1516.48,1272,574494,767980,339682,131106,249906,243472,189206,162520,180192,0,0,0
neg,29672,,2130706442,370,0,0,0,0,0,0,13286,325652,1466946,703712,33698,40,1060980,21664,0,0,840,1190,2061578,1649786,562274,372934,0,0,0,0,1586,280,0,0,0,0,0,14250,323058,322666,1883360,0,1124,618,880,134430,1854834,551426,22,0,0,0,967748,619134,275340,205556,156044,117526,121662,80324,0,0,2625006,16,10,338,28,1060980,37322,155836,402562,325980,158880,,,,,,,73020,29672.68,2625006,2625006,2621838,13958,1464,17510,201320,2543334,1209600,91644,4,132,0,1921969.92,0.0,619880.64,0,0,0,0,2496,146706,652180,1387824,333994,16752,3334,48,6,12,2625006,,2964,330,188798,300496,194838,1672042,180172,3648,46,0,498,752,1902770,15388,0,182,0,38,1952838,2210,122,0,0,0,0,0,0,0,0,21228,18932,6640,0,0,74894,14668,8139760,830546,0,0,0,0,0,660.64,760,636686,551160,360130,195464,308292,179926,124510,83408,101510,2248,0,0
neg,521520,,,,0,0,0,0,0,0,242500,5573430,13633888,2274430,12302,0,13979648,198836,0,,9900,21338,27033764,22479350,7823678,3989724,0,0,438,0,0,0,0,0,0,0,0,186002,8729890,3597782,9222876,0,42960,43090,86490,119996,2023640,19350166,70178,22,6,2,8395860,4379518,2197310,1504742,1201020,1260224,1919908,863640,14316,12,34871916,632,1814,14464,930,13979648,561536,3517510,4281306,299260,352020,349020,272520,258080,245700,287700,231880,177740,521520.9,34871916,34871916,21996928,138533,2274382,,937760,21736550,1209600,0,,,,30429709.44,0,3502090.56,,,0,0,30024,1932392,11330988,7563830,750836,106998,21130,352,,0,34871916,,19402,3932,1303364,919058,2237242,16331446,911210,10896,0,0,,,,,,,,,,20798,392,,,,,,,,,331058,432734,124346,0,0,1332624,246832,45881800,12773702,0,0,0,0,,,,2709128,3689190,2901552,1743550,5176482,4196854,1075242,164864,78934,754,0,0
neg,58710,,856,666,0,0,0,0,0,0,1778,769664,2123988,452002,3824,0,1488192,0,0,0,0,0,2983690,2624420,447828,327116,0,0,0,0,582,670,0,0,0,0,0,107776,1836480,1176678,230322,0,1308,992,1528,163918,2955990,227512,8,0,0,0,1056898,896160,426496,324092,288188,266708,92714,0,0,0,3431828,0,76,38,4,1488192,45512,292000,155200,152560,175460,,,,,,,116000,58710.98,3431828,3431828,3438264,19160,2248,98698,1008360,3351256,1209600,105834,2,38,0,3057633.6,0.0,291884.16,0,0,0,0,0,61426,1486474,1345922,435164,18324,3710,236,470,480,3431828,,2874,368,16876,246254,94812,1989416,994738,5756,162,0,822,1448,3020706,8754,0,250,0,14,3079800,1644,174,0,0,0,0,0,0,0,0,22884,58350,13506,0,0,140968,25346,214520,33550,0,0,0,0,1958310,800.86,874,315102,406572,384436,215418,420664,400496,542752,597350,67828,638,0,0
neg,39626,,0,,0,0,0,0,0,0,150466,1867458,1371088,256670,10914,0,1667748,0,0,0,2806,3982,3198742,2794700,641474,316018,0,0,0,0,0,0,0,0,0,0,0,0,62290,584698,3009608,0,4842,484,784,1316,21968,3627084,82,36,0,0,1567506,1035180,366752,216202,132012,108088,151742,79114,0,0,3844300,476,362,224,1122,1667748,63750,274012,364212,208200,212740,176880,,,,,,32880,39625.86,3844300,3844300,3870648,16018,135812,15896,203200,3656596,1209600,0,,,,2961416.64,0.0,688415.04,0,1110,0,0,34504,960900,1525342,971684,139976,20180,3944,66,,0,3844300,,9390,1218,69018,647642,214984,1272448,1375622,65820,454,0,,,,,,,,,,4480,1280,0,0,0,0,0,0,0,0,31534,32414,5662,0,0,140878,21906,10196160,1292048,0,0,0,0,770770,2067.82,2574,732330,1313488,375652,158108,283010,277740,258848,150892,103720,2808,0,0
neg,2662,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,53244,0,0,0,20700,37892,141720,147420,51878,5732,0,0,0,0,498,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214430,6,6,6,2,53244,1546,20716,31008,,,,,,,,,51080,2662.47,214430,214430,240,0,256,20898,213440,0,1209600,3036,0,0,0,132863.04,6629.76,44526.72,0,0,0,0,0,0,0,0,0,0,0,0,0,36,214430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,472,0,0,10,6698,0,0,0,0,1574,398,98,0,0,2462,532,573400,58748,0,0,0,0,1662080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,60676,,2130706434,1034,0,0,0,0,0,0,2538,190520,2340928,1248956,30304,280,1659566,0,0,0,0,0,3490014,3135686,570218,305884,0,0,0,0,2096,482,0,0,0,0,0,80082,1391210,1660170,682064,0,2548,2282,6886,11022,461334,3329230,224,0,0,0,882388,1213362,496956,357926,237210,159972,195212,268848,1652,0,4060760,360,1484,326,10,1659566,42424,360758,208232,211560,147960,157280,,,,,,47680,60676.5,4060760,4060760,4076550,25379,4588,40038,425620,3813526,1209600,117752,2,62,0,3430747.2,0.0,380695.68,36,790,0,0,0,16514,982544,2282092,505600,21422,5218,136,52,58,4060760,,4408,584,77520,163978,204316,2906282,443434,12954,50,0,1808,1308,3206334,99548,0,9240,0,126,3452926,2236,156,0,0,0,0,0,0,0,0,24862,56608,21698,0,0,95644,15696,17961220,1832990,0,0,0,0,21496080,1175.1,1226,402968,623482,502332,297252,705312,619924,341828,152380,158664,9384,0,0
neg,39684,,1170,912,0,0,0,0,0,0,876,210994,1585160,1084308,148170,23564,1465092,0,0,0,0,0,2832636,2575678,630826,197302,0,0,0,0,1642,452,0,0,0,0,0,19814,661034,2049090,323134,0,3894,2052,2130,3426,94262,2946888,420,0,0,0,1227700,645750,304924,268148,219166,164928,137498,84958,0,0,3464026,110,88,224,6,1465092,35540,412590,217386,209700,234240,,,,,,,181260,39684.15,3464026,3464026,3463572,17803,81066,100604,1037640,3053072,1209600,78718,0,174,0,2268873.6,0.0,780555.84,16,564,0,0,0,67890,641104,1631368,657870,50094,4530,216,10,16,3464026,,5010,460,101166,394616,236896,1474456,826192,14068,208,0,1370,1152,2050644,1456,0,1308,0,0,2297088,1770,144,0,0,0,0,0,0,0,0,17596,44490,6880,0,0,72516,15734,506520,235562,3086142,1920,0,0,0,944.34,1040,801992,585312,311446,153452,275472,198844,187590,146362,349908,42694,0,0
neg,374,0,26,22,0,0,0,0,0,466,23652,4952,26888,0,0,0,11462,0,0,0,2046,3388,41728,38660,12604,988,2,0,0,0,22,42,0,0,0,0,0,0,0,46758,9200,0,26372,84,44,50,50,11218,17420,720,0,0,21878,13174,2750,2894,5268,4950,5044,0,0,0,56420,4,2,4,0,11462,402,8332,4210,,,,,,,,,12300,374.64,56420,56420,82822,281,0,5402,55960,56076,1209600,1138,0,2,0,21539.52,0.0,8254.08,0,30,0,0,11604,4284,21472,5958,12222,418,0,0,24,36,56420,0,26398,34,26,236,166,6796,20714,1584,4,0,44,160,18534,62,0,4,0,0,22504,138,128,0,0,0,0,0,0,0,0,410,12,2,0,0,496,98,24580,2458,0,0,0,0,0,192.18,92,10050,5218,1214,452,25402,322,700,12502,98,0,0,4
pos,845492,0,1082,,0,0,0,0,0,0,0,0,0,0,0,0,28494188,0,0,0,3486418,5046866,53190322,50705384,15008850,4563140,66,0,0,0,8020,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71694438,20402,29990,12456,14,28494188,687098,9256354,5724158,403300,359900,301560,392740,370640,352180,317200,361920,58340,845491.3,71694438,71694438,1392,0,56296,92464,237160,0,1209600,831898,,,,45783176.64,9037872.96,7795178.88,0,0,0,0,0,0,0,0,0,0,0,0,,10728,71694438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27582,5772,0,0,7830,4324452,0,0,0,0,444348,167188,48586,0,0,977616,161198,474700,251096,0,0,8,390,118928180,0.0,0,0,0,0,0,0,0,0,0,0,0,20,56
neg,29594,,438,428,0,0,0,0,0,0,1988,133128,1223314,528862,57208,13480,827088,0,0,0,0,0,1670648,1364586,384610,268090,0,0,4786,0,1540,258,0,0,0,0,0,36826,1114200,616902,190052,0,1862,1006,1172,63392,1574472,316042,34,0,0,0,592840,419004,152570,115210,95438,89110,160348,333460,0,0,2055690,412,758,288,28,827088,26834,183402,200218,256240,,,,,,,,124360,29594.71,2055690,2055690,2051624,16182,16226,81480,842080,1957980,1209600,62034,4,60,0,1730259.84,0.0,225856.32,0,0,0,0,0,10834,454072,1075914,394986,18000,3758,416,142,146,2055690,,2936,372,47796,80582,94346,1319332,401106,11368,142,0,558,884,1445282,119860,0,584,0,8,1748214,1668,186,0,0,0,0,0,0,0,0,15886,17920,9112,0,0,26514,10226,5338140,885510,8162,9492,0,0,28575520,725.02,838,243146,428928,254026,113738,199046,204652,180256,193446,138284,2458,0,0
neg,16,2,20,18,2,2,0,0,0,0,1230,3878,4810,0,0,0,2654,0,146,0,0,0,9064,4446,26782,1070,0,0,0,0,16,42,0,0,0,0,0,0,0,2690,7228,0,80,24,38,2958,92,6726,0,0,0,0,6882,754,254,248,232,70,274,728,236,240,35874,0,0,0,0,2654,254,23570,3192,,,,,,,,,26480,16.14,35874,35874,37900,50,0,3386,35520,9970,1209600,458,2,2,0,3438.72,0,3563.52,0,20,0,0,806,2672,2680,2784,958,18,0,0,0,16,35874,0,3022,18,18,10,848,1608,3500,876,18,0,12,40,3940,178,0,0,0,0,4548,62,66,0,0,0,0,0,0,0,0,306,0,0,1656,558,104,24,12420,1256,7752,34,0,0,0,113.54,56,6724,2536,362,34,38,116,36,72,0,0,0,0
neg,26,0,2130706432,2,0,0,0,0,0,0,48,2356,11256,24,0,0,5128,0,0,0,0,0,18650,14038,13018,1246,0,0,0,0,8,14,0,0,0,0,0,0,0,5818,7866,0,138,42,70,952,398,986,11098,0,0,0,11704,614,148,108,82,102,98,578,120,130,31704,0,2,0,0,5128,314,8034,4946,,,,,,,,,12660,25.86,31704,31704,30938,41,0,2878,31320,13774,1209600,546,2,4,0,4166.4,0,8248.32,0,10,0,0,0,280,9326,3170,890,18,0,0,8,16,31704,0,1448,22,30,98,2246,4612,4398,812,18,0,4,16,4646,50,0,0,0,0,5034,96,38,0,0,0,0,0,0,0,0,298,0,0,2288,506,142,40,6800,3650,0,38,0,0,0,1.24,78,10116,2742,204,74,288,158,50,52,0,0,0,0
neg,80900,,482,404,0,0,0,0,0,0,6930,453300,3989124,898322,43348,1014,2340518,0,0,0,0,0,4843468,4235970,904718,507646,0,0,0,0,1676,212,0,0,0,0,0,11370,1202152,3826152,352364,0,3350,1834,4736,500462,3956598,925000,58,0,0,0,1717116,1174728,508300,437092,380592,330260,346408,490898,6644,0,5748974,22,28,56,4,2340518,69772,579002,324192,170480,202160,165640,202120,,,,,154780,80900.72,5748974,5748974,5762128,38360,86730,84752,899700,5392038,1209600,145834,0,222,0,4792358.4,0,595911.36,0,0,0,0,0,97182,1408468,2825646,1001416,46816,11798,712,14,18,5748974,,7434,1054,124852,394046,288952,3876562,679198,19918,22,0,636,790,1989268,1596,68,636,0,0,4836362,3004,278,0,0,0,0,0,0,0,0,36330,75246,12106,0,0,211828,30934,8619100,1416802,0,0,0,0,3686040,1955.22,2084,627452,1168830,816480,360898,680636,565108,485202,300112,381184,6136,0,0
neg,22,0,0,0,0,0,0,0,0,0,44,4180,2108,0,0,0,2378,0,100,0,0,0,9742,7998,6160,160,0,0,0,0,10,22,0,0,0,0,0,0,0,0,6332,0,1156,18,12,28,80,5038,0,0,0,0,4742,544,168,266,32,34,414,42,14,76,15936,0,4,0,0,2378,174,4990,1152,,,,,,,,,6000,21.93,15936,15936,17684,26,6,1504,15700,6360,1209600,414,0,4,0,3444.48,246.72,1617.6,0,14,0,0,0,878,4462,414,578,0,0,0,0,6,15936,0,1080,28,24,20,1048,964,2782,386,0,0,0,34,2990,44,0,0,0,0,3758,28,82,0,0,0,252,0,0,0,0,150,0,0,518,252,188,42,1820,182,0,8,0,0,0,121.78,54,3078,2896,238,14,28,20,20,38,0,0,0,0
neg,0,0,2130706432,16,0,0,0,0,0,1112,75534,391224,232208,0,0,0,442252,0,0,0,1044,1422,1148920,1112772,90140,20924,0,0,0,0,2,4,0,0,0,0,0,0,78994,37180,583904,0,3342,2426,3378,5558,7314,574276,103784,0,0,0,533470,44138,39638,20802,15742,12324,9498,7558,4798,12110,1240316,70,102,272,0,442252,3732,57886,32054,87160,,,,,,,,1180,,1240316,1240316,1232290,2277,376,804,28220,702892,1209600,9914,4,34,0,236262.72,388740.48,73501.44,390,848,0,0,7994,118966,377970,134904,32032,20582,7308,322,338,360,1240316,0,3460,482,22516,25674,220320,263152,160644,3746,84,0,20,6,250288,85470,0,132,0,0,250876,694,148,0,0,40,847354,0,0,0,0,2648,894,364,446412,50310,6880,1082,255480,27562,836356,2912,0,0,3396030,14.64,1240,467498,50928,21128,7040,14678,19326,17116,99938,2426,0,0,0
neg,10,2,14,4,2,2,0,0,0,0,10,910,3612,0,0,0,1528,0,98,0,0,0,11626,10102,8830,142,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4532,0,1184,38,44,96,96,912,2162,0,0,0,3330,164,70,260,526,104,74,4,0,0,20486,0,4,0,2,1528,118,7668,1094,,,,,,,,,8740,9.04,20486,20486,23284,23,0,1970,20340,4562,1209600,158,0,2,0,1642.56,146.88,1673.28,0,8,0,0,0,150,3696,654,32,0,0,0,0,6,20486,0,1136,14,8,8,888,260,1710,466,42,0,10,0,984,130,0,0,0,0,1754,44,60,0,0,30,158,0,0,0,0,120,0,0,30,6,2,6,2220,258,0,6,0,0,0,94.02,34,3088,1216,24,10,20,32,50,92,0,0,0,0
neg,178,0,2130706436,34,0,0,0,0,0,0,32,10128,13078,0,0,0,9054,0,0,0,0,0,31234,24110,28918,1696,0,0,0,0,22,144,0,0,0,0,0,0,0,0,23238,0,274,168,338,1478,1308,19114,558,0,0,0,15702,4248,1416,496,302,182,444,172,142,134,60244,4,4,44,0,9054,612,24334,4538,,,,,,,,,28420,178.6,60244,60244,59214,76,120,5714,59500,23360,1209600,1662,2,8,0,15139.2,132.48,7051.2,2,50,0,0,0,5512,13430,3338,924,34,0,0,0,20,60244,0,1178,56,28,1452,1714,5538,11800,1446,26,0,42,196,15330,918,0,0,0,0,15598,108,136,0,0,60,148,0,0,0,0,594,0,0,0,0,814,200,77460,7748,0,50,0,0,0,1.82,122,8946,6628,3926,540,872,640,308,1198,0,180,0,0
neg,8426,0,22,16,0,0,0,0,0,0,6968,491424,126044,1258,0,0,313526,0,126,0,192,394,620738,576028,389926,29460,0,0,0,0,20,8,0,0,0,0,0,0,0,146902,478792,0,3996,996,1662,3026,4858,568434,42722,0,0,0,257240,117794,82088,60682,38384,25126,16612,14324,11954,1490,1011174,458,230,636,0,313526,7614,358974,30688,,,,,,,,,387600,8426.95,1011174,1011174,1008060,2329,0,100120,1008300,626584,1209600,23780,22,20,0,483260.16,0.0,141234.24,86,458,0,0,2584,68004,242816,172694,135576,3688,330,2,26,32,1011174,0,2900,282,334,92084,33710,151504,331396,13482,2,0,20,22,480218,123880,0,2006,0,0,496608,1828,128,0,0,0,0,0,0,0,0,4374,1570,244,0,0,29020,4392,4420,442,0,0,0,0,7426980,968.32,598,145702,123992,64172,24996,43076,38922,36378,147724,732,0,0,0
neg,41668,,0,,0,0,0,0,0,0,298084,1449878,894462,68524,0,0,1352764,0,0,0,728,1186,2314628,1950974,574530,303380,0,0,0,0,0,0,0,0,0,0,0,98358,2548196,51024,13370,0,4040,454,918,1830,26302,2677392,12,0,0,0,891216,683478,180826,145050,140586,351494,318298,0,0,0,2890396,0,208,150,388,1352764,48294,321130,252418,243720,242420,,,,,,,83060,41668.55,2890396,2890396,2888206,16898,279070,,464840,2710948,1209600,0,,,,2270931.84,0.0,436198.08,6,324,0,0,14570,674962,1155152,761398,89692,11166,3642,366,,0,2890396,,6446,526,123662,264092,149260,1360570,785986,20262,144,0,,,,,,,,,,2156,64,0,0,0,0,0,0,0,0,25932,46220,9160,0,0,114188,21734,2245040,577032,0,0,0,0,1668560,1188.5,1258,462528,439928,294368,158454,326710,256518,233852,172152,350102,16336,0,0
neg,11380,,1692,1528,0,0,0,0,0,0,1352,526750,758690,259780,346,0,644808,7074,0,0,0,0,1263486,942778,432142,271128,0,0,8786,0,3892,324,0,0,0,0,0,0,89810,1457108,0,0,1938,1220,1498,35146,1195890,311166,60,0,0,0,636916,370360,121712,95138,78026,66240,75256,95268,8002,0,1696102,116,382,158,46,644808,24812,133412,297232,310320,,,,,,,,117060,11380.9,1696102,1696102,1700472,8760,798,45146,481440,1546918,1209600,71800,2,156,0,1155257.28,0.0,388912.32,0,0,0,0,0,8948,383908,867232,273282,12098,1432,18,162,168,1696102,,3358,610,90682,258168,71408,835160,278398,9006,128,0,2202,778,1172738,40332,0,9730,0,16,1175852,3208,786,0,0,0,0,0,0,0,0,16338,8748,2486,0,0,30206,5818,3647180,368860,1536632,19314,0,0,91830,1259.16,1274,404436,743368,168456,62216,112968,55144,320,8,2,0,0,0
neg,41702,,810,708,0,0,0,0,0,0,1688,650828,1738806,591472,65416,1140,1283752,0,0,0,0,0,2731294,2394340,429212,280398,0,0,0,0,1152,292,0,0,0,0,0,374894,2354702,56888,262866,0,2280,1220,1490,71316,2118744,854268,32,0,0,0,1266994,522036,175258,145226,127202,131430,276364,404840,0,0,3161166,172,556,320,0,1283752,30336,175584,252782,152880,157240,,,,,,,112600,41702.55,3161166,3161166,3135798,21735,742,70030,734520,3049350,1209600,96546,2,46,0,2384354.88,0.0,662464.32,0,0,0,0,0,11294,934618,1597810,461658,37878,5626,466,82,88,3161166,,5314,680,134964,450410,176198,1609444,657048,15142,150,0,1244,802,2331556,125914,0,4026,0,22,2411274,3256,192,0,0,0,0,0,0,0,0,18758,33144,17660,0,0,63476,10450,3290100,357990,0,0,0,0,12641680,1319.38,1466,696580,582716,360696,157442,269606,208672,188198,133738,421844,29858,0,0
neg,195126,,410,256,0,0,0,0,0,0,0,0,0,0,0,0,5501828,0,198,0,375346,541334,9908848,9117302,2826788,878620,0,0,0,0,714,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13113888,2776,1760,3764,0,5501828,173390,1825808,992662,268020,268460,274360,246140,226480,244100,237660,282940,274380,195126.52,13113888,13113888,268,0,4320,85096,989740,0,1209600,378824,878,244,0,10560183.36,0.0,957717.12,0,0,0,0,0,0,0,0,0,0,0,0,80,88,13113888,,0,0,0,0,0,0,0,0,0,0,376,4040,10505926,1352756,0,476,0,0,10678972,10068,294,0,0,0,0,0,0,0,0,90588,63776,14014,24977202,3315032,486336,66386,34320,8082,12280846,113852,0,0,1786550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,148126,,0,,0,0,0,0,0,0,143534,2302488,6651434,1641982,25426,0,5342452,0,0,0,0,0,10052862,9223012,1421976,595870,0,0,0,0,0,0,0,0,0,0,0,7514,3140084,6797194,820072,0,9144,2292,3384,7082,3900964,6836054,5900,30,14,0,5450622,1575176,883646,671164,520342,453570,562904,553562,86018,7860,11477334,200,1044,1678,450,5342452,107542,755182,663678,145460,133420,156180,153640,133740,144480,139800,160180,60540,148126.41,11477334,11477334,11329736,54695,751572,43098,562900,10764864,1209600,0,,,,9182930.88,0.0,1567244.16,,,0,0,4976,899954,4584254,4659474,565490,44056,6626,34,,0,11477334,,10348,2088,63922,547470,999088,7657752,1453602,30594,0,0,,,,,,,,,,7768,628,0,0,0,0,0,0,0,0,57418,121062,24146,0,0,270046,40580,21528740,2917470,0,0,0,0,6624670,,,1631572,2359804,1435414,786714,1770388,1424390,806168,267686,275920,6808,0,0
neg,808,,2130706434,22,0,0,0,0,0,0,80,10702,46776,274,0,0,24410,0,0,0,0,0,56870,53452,4506,1820,0,0,0,0,14,4,0,0,0,0,0,0,46408,10412,1012,0,1068,2,24,40,172,56512,14,0,0,0,22492,28800,5428,578,116,268,144,6,0,0,61388,0,54,48,0,24410,356,1528,2962,,,,,,,,,4380,807.47,61388,61388,69756,199,216,6026,61220,57832,1209600,1268,2,4,0,51222.72,0.0,5524.8,0,14,0,0,0,2206,26818,28338,346,114,10,0,0,4,61388,,1126,24,734,1266,598,3326,49470,1148,140,0,34,14,52006,42002,0,16,0,36,52548,52,26,0,0,0,0,0,0,0,0,226,90,54,0,0,448,114,113920,11448,0,0,0,0,0,70.1,48,6892,6094,1614,42536,696,0,0,0,0,0,0,0
